epoch,train_loss,train_acc,val_loss,val_acc,lr
0,3.3381953515868257,0.07789855072463768,3.259961869981554,0.12949640287769784,0.0001
1,3.2838334553483604,0.07608695652173914,3.240829096900092,0.09352517985611511,0.0001
2,3.276419891827348,0.08152173913043478,3.2411269346872964,0.10071942446043165,0.0001
3,3.268501965895943,0.07608695652173914,3.2358515527513294,0.08633093525179857,0.0001
4,3.2638759958571284,0.10144927536231885,3.230039437611898,0.09352517985611511,0.0001
5,3.252571565517481,0.1068840579710145,3.2296943929460316,0.1223021582733813,0.0001
6,3.224524484164473,0.08514492753623189,3.196441888809204,0.08633093525179857,0.0001
7,3.125928370848946,0.13043478260869565,3.0485591093699136,0.15827338129496402,5e-05
8,3.0596152941385903,0.1539855072463768,3.027615507443746,0.15827338129496402,5e-05
9,3.065071562062139,0.14855072463768115,3.050303485658434,0.1366906474820144,5e-05
10,2.9959110660829404,0.16304347826086957,3.0041321648491754,0.14388489208633093,5e-05
11,3.008021302845167,0.17028985507246377,2.9743278159035578,0.17266187050359713,5e-05
12,2.991842964421148,0.16304347826086957,3.015762130419413,0.18705035971223022,5e-05
13,3.0045969935430996,0.16304347826086957,2.9739068614112005,0.19424460431654678,5e-05
14,2.9654017876887666,0.18840579710144928,3.0051550732718573,0.1366906474820144,5e-05
15,2.961385916972506,0.19202898550724637,2.9668282800250583,0.15827338129496402,5e-05
16,2.9438651091810586,0.17572463768115942,2.989627202351888,0.1510791366906475,5e-05
17,2.9737793258998706,0.18115942028985507,2.9344666798909507,0.19424460431654678,5e-05
18,2.9352747806604356,0.17391304347826086,2.9887608687082925,0.1510791366906475,5e-05
19,2.9593192805414614,0.17572463768115942,2.9995026853349476,0.15827338129496402,5e-05
20,2.932088900303495,0.19021739130434784,2.9502954880396524,0.16546762589928057,2.5e-05
21,2.8909981388976607,0.20833333333333334,2.942177136739095,0.16546762589928057,2.5e-05
