experiment,dropout,class_weights,label_smoothing,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G2-RESULTS,0.1,False,0.0,0.8786127167630058,0.848598242046518,0.9884393063583815,0.9534560252319683,36,0.935251798561151
G2-RESULTS-CLASS-WEIGHTS,0.3,True,0.0,0.8786127167630058,0.8397970311832936,0.9826589595375722,,31,
G2-RESULTS-LABEL-SMOOTH,0.3,False,0.1,0.8728323699421965,0.8244321373625176,0.9710982658959537,,39,
