epoch,train_loss,train_acc,val_loss,val_acc,lr
0,3.352202320098877,0.07027027027027027,3.302033464113871,0.08633093525179857,0.0001
1,3.304945983205523,0.1009009009009009,3.288390967581007,0.08633093525179857,9.757729755661011e-05
2,3.298990137236459,0.09009009009009009,3.2869088782204523,0.09352517985611511,9.05463412215599e-05
3,3.300520307677133,0.0918918918918919,3.2829018566343517,0.07913669064748201,7.959536998847742e-05
4,3.2855987276349747,0.10810810810810811,3.2829995155334473,0.07913669064748201,6.57963412215599e-05
5,3.290637871197292,0.07927927927927927,3.27721815639072,0.1079136690647482,5.05e-05
6,3.2737051827566965,0.0918918918918919,3.277978777885437,0.09352517985611511,3.5203658778440106e-05
7,3.26949257510049,0.08828828828828829,3.2776396804385715,0.09352517985611511,2.1404630011522586e-05
8,3.2734812429973057,0.0936936936936937,3.2765579753451877,0.09352517985611511,1.0453658778440109e-05
9,3.275816658564976,0.0972972972972973,3.276002433564928,0.09352517985611511,3.4227024433899e-06
10,3.2922429527555193,0.0972972972972973,3.2792516946792603,0.12949640287769784,0.0001
11,3.274053808620998,0.11171171171171171,3.2863345543543496,0.08633093525179857,9.757729755661011e-05
12,3.2832048211778915,0.08648648648648649,3.27300853199429,0.12949640287769784,9.05463412215599e-05
13,3.28448874269213,0.08468468468468468,3.269697454240587,0.09352517985611511,7.959536998847742e-05
14,3.2730535507202148,0.0918918918918919,3.269460744327969,0.09352517985611511,6.57963412215599e-05
15,3.275506367002215,0.0936936936936937,3.262454218334622,0.09352517985611511,5.05e-05
16,3.266213835988726,0.11351351351351352,3.258298569255405,0.09352517985611511,3.5203658778440106e-05
17,3.26521315915244,0.10990990990990991,3.2532690233654447,0.10071942446043165,2.1404630011522586e-05
18,3.247315900666373,0.12612612612612611,3.2453529437383017,0.1079136690647482,1.0453658778440109e-05
