experiment,dropout,class_weights,label_smoothing,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G5_Baseline,0.1,False,0.0,0.8333333333333334,0.753853834981286,0.9540229885057471,1.1790281425822864,39,0.841726618705036
G5.1_ClassWeights_Dropout03,0.3,True,0.0,0.7816091954022989,0.7247194102194102,0.9310344827586207,0.8367251225493171,49,0.8201438848920863
G5.2_Dropout03_LabelSmooth,0.3,False,0.1,0.7988505747126436,0.7138880519122455,0.9252873563218391,1.2254068011587316,50,0.8057553956834532
