experiment,dropout,class_weights,label_smoothing,input_dim,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G8.0_Baseline,0.1,False,0.1,128,0.9137931034482759,0.8735598342661747,0.9942528735632183,0.9224783046679064,31,0.9496402877697842
G8.1_ClassWeights,0.3,True,0.0,128,0.8735632183908046,0.8811518196575668,0.9942528735632183,0.4750469008629972,26,0.9280575539568345
G8.2_LabelSmoothing,0.3,False,0.2,128,0.9252873563218391,0.9085599655566285,0.9942528735632183,1.3503031459721653,46,0.9568345323741008
