experiment,dropout,class_weights,label_smoothing,input_dim,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G5_UMAP_COPIA_Baseline,0.1,False,0.1,300,0.1724137931034483,0.03269483231889247,0.27011494252873564,3.231744571165605,5,0.16546762589928057
G6_UMAP_COPIA_ClassWeights,0.3,True,0.0,300,0.09195402298850575,0.005734767025089607,0.22988505747126436,3.3962193835865366,2,0.09352517985611511
G7_UMAP_COPIA_LabelSmoothing,0.3,False,0.2,300,0.13793103448275862,0.018056113118337123,0.26436781609195403,3.2645129290494053,10,0.12949640287769784
