Metric,Value
Accuracy,0.8670520231213873
Macro-F1,0.828209399157675
Macro-Precision,0.872334356819651
Macro-Recall,0.8251388888888888
Top-3 Accuracy,0.976878612716763
Test Loss,1.038571766831658
