epoch,train_loss,train_acc,val_loss,val_acc,lr
0,3.341071493285043,0.07747747747747748,3.2943163183000355,0.08633093525179857,0.0001
1,3.29076144695282,0.09009009009009009,3.2847325007120767,0.09352517985611511,9.757729755661011e-05
2,3.279698576245989,0.0972972972972973,3.270510713259379,0.09352517985611511,9.05463412215599e-05
3,3.2717192581721712,0.1009009009009009,3.266687366697523,0.10071942446043165,7.959536998847742e-05
4,3.268632296153477,0.10810810810810811,3.2590289645724826,0.1510791366906475,6.57963412215599e-05
5,3.2460869550704956,0.1009009009009009,3.235254261228773,0.1079136690647482,5.05e-05
6,3.2312171936035154,0.12792792792792793,3.207680583000183,0.1510791366906475,3.5203658778440106e-05
7,3.1914839914866855,0.15675675675675677,3.209166751967536,0.1223021582733813,2.1404630011522586e-05
8,3.1743423870631626,0.13873873873873874,3.186063355869717,0.1510791366906475,1.0453658778440109e-05
9,3.1527793850217547,0.16396396396396395,3.168044408162435,0.16546762589928057,3.4227024433899e-06
10,3.0935861587524416,0.17657657657657658,3.1548293828964233,0.1223021582733813,0.0001
11,2.9923747948237827,0.2018018018018018,2.9156230688095093,0.2014388489208633,9.757729755661011e-05
12,2.9534931285040718,0.20540540540540542,2.918498502837287,0.2517985611510791,9.05463412215599e-05
13,2.870758809362139,0.23063063063063063,3.036858240763346,0.16546762589928057,7.959536998847742e-05
14,2.8015487943376813,0.25225225225225223,2.692269312010871,0.2805755395683453,6.57963412215599e-05
15,2.721387437411717,0.2882882882882883,2.634964770740933,0.381294964028777,5.05e-05
16,2.617483278683254,0.3387387387387387,2.592623511950175,0.31654676258992803,3.5203658778440106e-05
17,2.578138848713466,0.36936936936936937,2.616654568248325,0.381294964028777,2.1404630011522586e-05
18,2.5533464772360666,0.3675675675675676,2.563984023200141,0.35251798561151076,1.0453658778440109e-05
19,2.5442414726529803,0.3891891891891892,2.5540657573276095,0.381294964028777,3.4227024433899e-06
20,2.5857087441853115,0.37657657657657656,2.5964624219470553,0.3669064748201439,0.0001
21,2.5554802996771677,0.37117117117117115,2.5853337314393787,0.33093525179856115,9.757729755661011e-05
22,2.4857997383390154,0.372972972972973,2.4327859348720975,0.39568345323741005,9.05463412215599e-05
23,2.44184706721987,0.418018018018018,2.420976440111796,0.39568345323741005,7.959536998847742e-05
24,2.400696895803724,0.4306306306306306,2.3495491014586554,0.48201438848920863,6.57963412215599e-05
25,2.3537190062659126,0.4594594594594595,2.3268022735913596,0.4460431654676259,5.05e-05
26,2.319414794445038,0.4846846846846847,2.385209381580353,0.43884892086330934,3.5203658778440106e-05
27,2.2573457751955304,0.5333333333333333,2.2905330459276834,0.460431654676259,2.1404630011522586e-05
28,2.2633245025362285,0.4900900900900901,2.275509238243103,0.4892086330935252,1.0453658778440109e-05
29,2.237229265485491,0.5171171171171172,2.291191624270545,0.48201438848920863,3.4227024433899e-06
30,2.3156728063310896,0.5027027027027027,2.2911270327038236,0.4244604316546763,0.0001
31,2.2735048072678703,0.5027027027027027,2.2891855306095548,0.4244604316546763,9.757729755661011e-05
32,2.2470974070685252,0.5207207207207207,2.2624961270226374,0.4244604316546763,9.05463412215599e-05
33,2.2152666977473667,0.5153153153153153,2.2489113012949624,0.4460431654676259,7.959536998847742e-05
34,2.1632973449570794,0.554954954954955,2.171415799193912,0.539568345323741,6.57963412215599e-05
35,2.106647523811885,0.5711711711711712,2.098490940199958,0.5251798561151079,5.05e-05
36,2.0778660416603087,0.5945945945945946,2.090587947103712,0.5179856115107914,3.5203658778440106e-05
37,2.0536777343068806,0.6126126126126126,2.0861381557252674,0.539568345323741,2.1404630011522586e-05
38,2.017330413205283,0.609009009009009,2.0592774748802185,0.5611510791366906,1.0453658778440109e-05
39,2.007216797556196,0.6360360360360361,2.059451699256897,0.5611510791366906,3.4227024433899e-06
40,2.1071924482073103,0.581981981981982,2.1487263441085815,0.5035971223021583,0.0001
41,2.084406272002629,0.581981981981982,2.2172641489240856,0.5179856115107914,9.757729755661011e-05
42,2.067834986959185,0.5873873873873874,2.200326873196496,0.5179856115107914,9.05463412215599e-05
43,2.0212803142411366,0.6054054054054054,2.085525850454966,0.5683453237410072,7.959536998847742e-05
44,1.9980817948068892,0.6144144144144145,2.043307854069604,0.5539568345323741,6.57963412215599e-05
45,1.9500133310045515,0.6594594594594595,1.9842067162195842,0.6258992805755396,5.05e-05
46,1.922676704611097,0.6648648648648648,2.011383851369222,0.5755395683453237,3.5203658778440106e-05
47,1.9048639586993625,0.6684684684684684,1.9591069221496582,0.5899280575539568,2.1404630011522586e-05
48,1.8865393894059317,0.6738738738738739,1.964488599035475,0.5899280575539568,1.0453658778440109e-05
49,1.856682288646698,0.69009009009009,1.959929558965895,0.5899280575539568,3.4227024433899e-06
