experiment,dropout,class_weights,label_smoothing,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G4-RESULTS,0.1,False,0.0,0.15517241379310345,0.028475923328658247,0.27011494252873564,3.22804856300354,8,0.15827338129496402
G4-RESULTS-CLASS-WEIGHTS,0.3,True,0.0,0.13218390804597702,0.035427563895981555,0.27586206896551724,,21,
G4-RESULTS-LABEL-SMOOTH,0.3,False,0.1,0.5057471264367817,0.2731854806739599,0.7241379310344828,,48,
