experiment,dropout,class_weights,label_smoothing,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G2-RESULTS,0.1,False,0.0,0.3352601156069364,0.10882449656612266,0.5664739884393064,2.380024481903423,49,0.2949640287769784
G2-RESULTS-CLASS-WEIGHTS,0.3,True,0.0,0.10982658959537572,0.014247982922681717,0.13872832369942195,,5,
G2-RESULTS-LABEL-SMOOTH,0.3,False,0.1,0.2023121387283237,0.0532331004691033,0.37572254335260113,,13,
