epoch,train_loss,train_acc,val_loss,val_acc,lr
0,3.4512075790460557,0.02355072463768116,3.4034440252516003,0.08633093525179857,0.0001
1,3.4267257814821988,0.02717391304347826,3.397494819429186,0.02877697841726619,0.0001
2,3.414323226265285,0.025362318840579712,3.4024702310562134,0.02877697841726619,0.0001
3,3.4154187665469404,0.03804347826086957,3.403913140296936,0.08633093525179857,0.0001
4,3.416101196537847,0.05434782608695652,3.406658026907179,0.08633093525179857,0.0001
5,3.4109816793082417,0.07427536231884058,3.401903099483914,0.1079136690647482,0.0001
6,3.4129409651825395,0.04528985507246377,3.3954891098870172,0.09352517985611511,0.0001
7,3.408123987308447,0.06340579710144928,3.3993774917390613,0.08633093525179857,0.0001
8,3.395499910133472,0.08695652173913043,3.3890242444144354,0.08633093525179857,0.0001
9,3.3769410243932754,0.07246376811594203,3.4006199571821423,0.050359712230215826,0.0001
10,3.3408389437025874,0.09601449275362318,3.395890580283271,0.050359712230215826,0.0001
11,3.2618153924527378,0.11231884057971014,3.2734877930747137,0.07913669064748201,0.0001
12,3.214576724646748,0.10326086956521739,3.259196546342638,0.09352517985611511,5e-05
13,3.1907295973404595,0.09420289855072464,3.240936027632819,0.09352517985611511,5e-05
