experiment,dropout,class_weights,label_smoothing,test_accuracy,test_macro_f1,test_top3_accuracy,test_loss,best_epoch,best_val_acc
G2-RESULTS,0.1,False,0.0,0.8670520231213873,0.828209399157675,0.976878612716763,1.038571766831658,26,0.9424460431654677
G2-RESULTS-CLASS-WEIGHTS,0.3,True,0.0,0.8728323699421965,0.8316134745438547,0.9884393063583815,,28,
G2-RESULTS-LABEL-SMOOTH,0.3,False,0.1,0.8959537572254336,0.8644282728765488,0.9884393063583815,,29,
